k,mu,c,n,D1,D2,D3,D4,multiplicity_test
96,38,58,577,2879,8164225,10035229535,7025688876745,nonconstant_conjugate_multiplicity
96,38,60,569,2887,8210353,10196286391,5621717115313,noninteger_multiplicity
96,40,42,629,2827,7867513,8319049651,15708495698425,nonconstant_conjugate_multiplicity
96,40,48,591,2865,8083809,9050560785,13408080630273,nonconstant_conjugate_multiplicity
96,40,56,553,2903,8302993,9806894279,8845852735489,nonconstant_conjugate_multiplicity
96,40,57,549,2907,8326233,9887965731,8182793152485,nonconstant_conjugate_multiplicity
96,48,48,477,2979,8750025,8461149435,13699195740945,nonconstant_conjugate_multiplicity
96,48,57,447,3009,8929665,9086894145,8437157643645,nonconstant_conjugate_multiplicity
96,48,60,439,3017,8977873,9256496921,6413539805233,nonconstant_conjugate_multiplicity
96,57,60,361,3095,9454609,7541800055,4443618603745,nonconstant_conjugate_multiplicity
96,57,65,353,3103,9504193,7715153359,1325536507141,nonconstant_conjugate_multiplicity
97,32,39,874,2618,6728212,7191384200,11738055468880,nonconstant_conjugate_multiplicity
97,48,49,486,3006,8910324,8832698136,14087773426320,noninteger_multiplicity
98,49,49,487,3041,9120673,9003747185,14882243532517,nonconstant_conjugate_multiplicity
99,33,33,982,2582,6538420,6060356792,11591329301776,nonconstant_conjugate_multiplicity
99,33,36,933,2631,6793857,6847422183,12625224589845,nonconstant_conjugate_multiplicity
99,33,42,856,2708,7204960,8161088768,12962877276160,nonconstant_conjugate_multiplicity
99,33,44,835,2729,7319137,8535965417,12649674241645,nonconstant_conjugate_multiplicity
99,33,49,790,2774,7566772,9363659192,11115038064400,nonconstant_conjugate_multiplicity
99,33,63,702,2862,8062740,11080164312,2623087904976,nonconstant_conjugate_multiplicity
99,33,66,688,2876,8143072,11365399808,218281584640,nonconstant_conjugate_multiplicity
99,42,57,562,3002,8883700,10655190728,10690899821392,nonconstant_conjugate_multiplicity
99,42,63,540,3024,9016272,11134174464,6138480837888,nonconstant_conjugate_multiplicity
99,49,50,496,3068,9284320,9390927104,15295762966528,noninteger_multiplicity
99,49,55,478,3086,9395092,9787866200,12225227266000,nonconstant_conjugate_multiplicity
99,49,60,463,3101,9487897,10123230005,8716207636525,nonconstant_conjugate_multiplicity
99,49,66,448,3116,9581152,10462780160,4055134935040,nonconstant_conjugate_multiplicity
99,63,63,342,3222,10252980,7254255672,2637855928656,nonconstant_conjugate_multiplicity
99,63,66,338,3226,10278772,7346466568,775921926640,nonconstant_conjugate_multiplicity
100,25,33,1397,2203,4723609,3339767827,261580293205,nonconstant_conjugate_multiplicity
100,25,36,1322,2278,5059684,4219047352,1626828714064,nonconstant_conjugate_multiplicity
100,25,44,1172,2428,5765584,6210785152,2942479564288,nonconstant_conjugate_multiplicity
100,25,45,1157,2443,5838649,6427652707,2891257197061,nonconstant_conjugate_multiplicity
100,25,50,1091,2509,6165481,7421323429,2014244995561,nonconstant_conjugate_multiplicity
100,25,54,1047,2553,6388209,8120094777,647047517193,nonconstant_conjugate_multiplicity
100,25,55,1037,2563,6439369,8283023947,223022496301,nonconstant_conjugate_multiplicity
100,30,30,1201,2399,5625601,4261777919,5653049901961,nonconstant_conjugate_multiplicity
100,30,33,1131,2469,5966361,5227468029,7653418542189,nonconstant_conjugate_multiplicity
100,30,35,1091,2509,6165481,5811749749,8604539261701,nonconstant_conjugate_multiplicity
100,30,42,981,2619,6729561,7543874979,9867777021513,nonconstant_conjugate_multiplicity
100,30,44,956,2644,6861136,7963770304,9723710268160,nonconstant_conjugate_multiplicity
100,30,50,893,2707,7198249,9066092203,8209620094921,nonconstant_conjugate_multiplicity
100,30,55,851,2749,7427401,9836694469,5916758105461,nonconstant_conjugate_multiplicity
100,30,60,816,2784,7621056,10501069824,2873586917376,nonconstant_conjugate_multiplicity
100,33,50,803,2797,7693609,9676436869,11080007452393,nonconstant_conjugate_multiplicity
100,33,60,736,2864,8072896,10994506496,5261213630464,nonconstant_conjugate_multiplicity
100,36,40,816,2784,7621056,8357879808,16036523016192,noninteger_multiplicity
100,36,44,776,2824,7845376,9111443968,15467406659584,nonconstant_conjugate_multiplicity
100,36,50,728,2872,8118784,10051540480,13290576117760,nonconstant_conjugate_multiplicity
100,36,55,696,2904,8303616,10700287488,10527668692992,nonconstant_conjugate_multiplicity
100,36,64,651,2949,8567001,11642820093,3946566114369,nonconstant_conjugate_multiplicity
100,44,45,606,2994,8834436,9548045640,18639417792240,noninteger_multiplicity
100,44,50,578,3022,9002884,10146389176,16256223147472,nonconstant_conjugate_multiplicity
100,44,56,551,3049,9166801,10736824825,12487483449169,nonconstant_conjugate_multiplicity
100,44,60,536,3064,9258496,11070599680,9545304616960,nonconstant_conjugate_multiplicity
100,44,63,526,3074,9319876,11295413000,7154432481712,nonconstant_conjugate_multiplicity
100,44,70,506,3094,9443236,11750578840,1072255362640,nonconstant_conjugate_multiplicity
100,45,50,563,3037,9093769,10083110293,16361811771241,nonconstant_conjugate_multiplicity
100,45,55,541,3059,9227881,10566400859,13263204946861,nonconstant_conjugate_multiplicity
100,50,50,497,3103,9499009,9569059327,16140308720281,nonconstant_conjugate_multiplicity
100,50,55,479,3121,9611041,9974219761,13034025762901,nonconstant_conjugate_multiplicity
100,50,60,464,3136,9704896,10316486656,9475607289856,nonconstant_conjugate_multiplicity
100,50,66,449,3151,9799201,10662987151,4741345948825,nonconstant_conjugate_multiplicity
100,55,60,416,3184,10008256,9397690624,8434032050176,nonconstant_conjugate_multiplicity
100,60,60,376,3224,10264576,8273867264,6662379728896,nonconstant_conjugate_multiplicity
100,60,66,366,3234,10329156,8508382344,2589780984912,nonconstant_conjugate_multiplicity
101,25,38,1314,2322,5260788,4692269736,1847188244016,nonconstant_conjugate_multiplicity
101,50,51,506,3130,9666004,9972192520,16579814904016,noninteger_multiplicity
102,34,34,1012,2660,6943408,6631231040,13067433704704,nonconstant_conjugate_multiplicity
102,34,51,810,2862,8058852,10327206456,12296479968432,nonconstant_conjugate_multiplicity
102,34,68,709,2963,8647177,12434860619,244789215145,nonconstant_conjugate_multiplicity
102,51,51,507,3165,9885033,10157551605,17476497377037,nonconstant_conjugate_multiplicity
103,51,52,516,3192,10055376,10576960128,17943056755200,noninteger_multiplicity
104,26,39,1341,2403,5639625,5211955611,2486467394973,nonconstant_conjugate_multiplicity
104,26,52,1135,2609,6672097,8352476081,2355060359089,nonconstant_conjugate_multiplicity
104,52,52,517,3227,10278745,10769689763,18893978583457,nonconstant_conjugate_multiplicity
105,26,35,1474,2306,5181556,3867558632,97042925392,nonconstant_conjugate_multiplicity
105,26,42,1316,2464,5935216,5989570048,2820456959488,nonconstant_conjugate_multiplicity
105,28,33,1406,2374,5499796,4097153656,2234888855440,nonconstant_conjugate_multiplicity
105,28,35,1354,2426,5749396,4792427144,3622314257104,nonconstant_conjugate_multiplicity
105,28,39,1266,2514,6184116,6059152296,5561367876432,nonconstant_conjugate_multiplicity
105,28,42,1211,2569,6463681,6909913801,6332259572653,nonconstant_conjugate_multiplicity
105,28,55,1042,2738,7360564,9820143656,4164914763088,nonconstant_conjugate_multiplicity
105,30,30,1380,2400,5623920,3792960000,2944745280000,nonconstant_conjugate_multiplicity
105,30,35,1250,2530,6264820,5619889000,7067521810000,nonconstant_conjugate_multiplicity
105,30,39,1170,2610,6676020,6870825000,8950476834000,nonconstant_conjugate_multiplicity
105,30,42,1120,2660,6939520,7703360000,9632261632000,nonconstant_conjugate_multiplicity
105,30,50,1016,2764,7503616,9563705344,8902644391936,noninteger_multiplicity
105,30,52,995,2785,7620145,9960900625,8231245745125,nonconstant_conjugate_multiplicity
105,30,60,925,2855,8014945,11338418375,3996262988125,nonconstant_conjugate_multiplicity
105,30,65,890,2890,8216020,12058525000,304598890000,nonconstant_conjugate_multiplicity
105,35,35,1042,2738,7360564,7236873512,14680218113296,nonconstant_conjugate_multiplicity
105,35,39,978,2802,7715124,8399510568,16195939799184,nonconstant_conjugate_multiplicity
105,35,40,964,2816,7793776,8662962176,16384178630656,nonconstant_conjugate_multiplicity
105,35,42,938,2842,7940884,9161027848,16556178451120,nonconstant_conjugate_multiplicity
105,35,48,873,2907,8314569,10456854003,15649249416237,nonconstant_conjugate_multiplicity
105,35,52,838,2942,8519284,11185025048,14058160369840,nonconstant_conjugate_multiplicity
105,35,56,808,2972,8696704,11826372608,11827661406208,nonconstant_conjugate_multiplicity
105,35,60,782,2998,8851924,12395183032,9058162524976,nonconstant_conjugate_multiplicity
105,35,65,754,3026,9020596,13021350056,4960698857296,nonconstant_conjugate_multiplicity
105,35,70,730,3050,9166420,13569389000,273633022000,nonconstant_conjugate_multiplicity
105,39,40,848,2932,8460544,9394034176,20578104512512,noninteger_multiplicity
105,39,42,826,2954,8590036,9847040840,20561439856048,nonconstant_conjugate_multiplicity
105,39,44,806,2974,8708596,10266307480,20301277103536,nonconstant_conjugate_multiplicity
105,39,48,771,3009,8918001,11017227825,19143303612597,nonconstant_conjugate_multiplicity
105,39,55,722,3058,9215284,12105729064,15456512520592,nonconstant_conjugate_multiplicity
105,39,56,716,3064,9252016,12242028160,14787207284224,nonconstant_conjugate_multiplicity
105,39,60,694,3086,9387316,12747463640,11812356207280,nonconstant_conjugate_multiplicity
105,39,66,666,3114,9560916,13403714760,6583017561264,nonconstant_conjugate_multiplicity
105,39,70,650,3130,9660820,13785283720,2673042564400,nonconstant_conjugate_multiplicity
105,40,65,652,3128,9648304,13315720832,7995959378176,nonconstant_conjugate_multiplicity
105,42,42,756,3024,9008496,10123045632,22679078865408,nonconstant_conjugate_multiplicity
105,42,45,730,3050,9166420,10691750600,22025126918800,nonconstant_conjugate_multiplicity
105,42,52,681,3099,9467721,11797251507,18871773116733,nonconstant_conjugate_multiplicity
105,42,60,639,3141,9729801,12780330093,13182024049893,nonconstant_conjugate_multiplicity
105,42,63,626,3154,9811636,13091333032,10614831191248,nonconstant_conjugate_multiplicity
105,42,65,618,3162,9862164,13284308232,8794698675984,nonconstant_conjugate_multiplicity
105,42,70,600,3180,9976320,13722946560,3911622451200,nonconstant_conjugate_multiplicity
105,52,53,526,3254,10452436,11205695672,19388679044368,noninteger_multiplicity
105,52,70,475,3305,10786945,12486874985,5137226835325,nonconstant_conjugate_multiplicity
105,56,65,448,3332,10966144,11389575680,9085444587520,nonconstant_conjugate_multiplicity
105,60,63,418,3362,11166964,10354704488,9439617224272,nonconstant_conjugate_multiplicity
105,60,65,414,3366,11193876,10457609976,7825528403856,nonconstant_conjugate_multiplicity
105,60,70,405,3375,11254545,10690329375,3604122145125,nonconstant_conjugate_multiplicity
105,65,70,370,3410,11492020,9312914600,1789069006000,nonconstant_conjugate_multiplicity
106,30,38,1220,2596,6601840,6540466240,8280428074240,nonconstant_conjugate_multiplicity
106,30,53,1010,2806,7736260,10252731160,7945869445360,nonconstant_conjugate_multiplicity
106,35,53,851,2965,8653849,11536960285,14016101280853,nonconstant_conjugate_multiplicity
106,42,53,692,3124,9622000,12204343360,19113635883520,nonconstant_conjugate_multiplicity
106,42,64,637,3179,9968665,13521256595,10510393902505,nonconstant_conjugate_multiplicity
106,53,53,527,3289,10680145,11405939545,20395984428085,nonconstant_conjugate_multiplicity
106,53,70,476,3340,11018224,12711986560,5955385784320,nonconstant_conjugate_multiplicity
107,53,54,536,3316,10857184,11858864896,20919935303680,noninteger_multiplicity
108,27,36,1500,2388,5562576,4342415616,603498553344,nonconstant_conjugate_multiplicity
108,27,54,1179,2709,7198713,9358427421,2737389611961,nonconstant_conjugate_multiplicity
108,36,36,1072,2816,7789888,7878311936,16437869903872,nonconstant_conjugate_multiplicity
108,36,54,858,3030,9040932,12267682200,15463569136464,nonconstant_conjugate_multiplicity
108,36,72,751,3137,9700801,14770906433,304945927825,nonconstant_conjugate_multiplicity
108,54,54,537,3351,11089233,12066766695,21985810007337,nonconstant_conjugate_multiplicity
109,27,41,1418,2506,6138772,5913247816,2546666983120,nonconstant_conjugate_multiplicity
109,54,55,546,3378,11269620,12536933544,22540142073168,noninteger_multiplicity
110,55,55,547,3413,11506009,12752636957,23666813425501,nonconstant_conjugate_multiplicity
111,30,33,1518,2478,5996628,4261733784,1753958091600,nonconstant_conjugate_multiplicity
111,30,37,1410,2586,6543540,5861789640,5358553373520,nonconstant_conjugate_multiplicity
111,33,37,1262,2734,7330900,7180632280,11341610337040,nonconstant_conjugate_multiplicity
111,33,39,1222,2774,7551220,7896856760,12604362007120,nonconstant_conjugate_multiplicity
111,33,52,1037,2959,8611825,11561833855,13500088873765,nonconstant_conjugate_multiplicity
111,33,60,963,3033,9055233,13195833849,9327991400541,nonconstant_conjugate_multiplicity
111,33,65,926,3070,9281044,14050051480,5417401862800,nonconstant_conjugate_multiplicity
111,37,37,1102,2894,8231380,8556574040,18348814616080,nonconstant_conjugate_multiplicity
111,37,44,997,2999,8850145,10722699575,20674897932805,nonconstant_conjugate_multiplicity
111,37,55,886,3110,9528244,13228459640,17550264922960,nonconstant_conjugate_multiplicity
111,37,60,849,3147,9759753,14114398851,14172088371813,nonconstant_conjugate_multiplicity
111,37,66,812,3184,9994000,15026187520,8927142830080,nonconstant_conjugate_multiplicity
111,37,74,772,3224,10250320,16041334400,338864519680,nonconstant_conjugate_multiplicity
111,55,56,556,3440,11689744,13240367360,24252678900736,noninteger_multiplicity
111,55,74,502,3494,12064180,14756489720,6422644740400,nonconstant_conjugate_multiplicity
111,66,75,408,3588,12729888,11915489664,2514721406976,nonconstant_conjugate_multiplicity
112,28,37,1565,2467,5940937,4719294523,454690674325,nonconstant_conjugate_multiplicity
112,28,42,1445,2587,6547417,6517814563,3349802793145,nonconstant_conjugate_multiplicity
112,28,48,1334,2698,7134052,8380214632,4639044616720,nonconstant_conjugate_multiplicity
112,28,56,1223,2809,7745329,10442067049,3164473721089,nonconstant_conjugate_multiplicity
112,37,40,1079,2953,8575057,9604292905,19915982542225,nonconstant_conjugate_multiplicity
112,37,42,1049,2983,8753137,10233077095,20578816764985,nonconstant_conjugate_multiplicity
112,37,45,1009,3023,8993377,11096541215,20972670505525,nonconstant_conjugate_multiplicity
112,37,48,974,3058,9206212,11875865320,20725887138640,nonconstant_conjugate_multiplicity
112,37,50,953,3079,9335089,12354231943,20244793309273,nonconstant_conjugate_multiplicity
112,37,56,899,3133,9670537,13621861045,17500295522305,nonconstant_conjugate_multiplicity
112,37,60,869,3163,9859417,14349724435,14750742586225,nonconstant_conjugate_multiplicity
112,37,63,849,3183,9986337,14844445695,12283139599965,nonconstant_conjugate_multiplicity
112,37,70,809,3223,10242577,15856853815,5391708906025,nonconstant_conjugate_multiplicity
112,37,72,799,3233,10307137,16114775345,3170877606385,nonconstant_conjugate_multiplicity
112,42,56,779,3253,10436857,14296625965,22306348855345,nonconstant_conjugate_multiplicity
112,42,70,705,3327,10923777,16241831775,9223870498425,nonconstant_conjugate_multiplicity
112,42,74,689,3343,11030497,16676705935,4513146759625,nonconstant_conjugate_multiplicity
112,48,56,668,3364,11171344,14351685184,25322692712704,nonconstant_conjugate_multiplicity
112,48,64,631,3401,11421649,15360823961,18154801797985,nonconstant_conjugate_multiplicity
112,48,74,596,3436,11660944,16341121216,6929551225600,nonconstant_conjugate_multiplicity
112,56,56,557,3475,11930473,13464016075,25442415794737,nonconstant_conjugate_multiplicity
112,56,74,503,3529,12308689,15007965337,7388665703353,nonconstant_conjugate_multiplicity
113,56,57,566,3502,12117556,13969632088,26060988342160,noninteger_multiplicity
114,38,38,1132,2972,8685040,9272687552,20421715952896,nonconstant_conjugate_multiplicity
114,38,57,906,3198,10079460,14437166328,19206293168880,nonconstant_conjugate_multiplicity
114,38,76,793,3311,10814977,17382594383,375529049065,nonconstant_conjugate_multiplicity
114,57,57,567,3537,12362625,14201369793,27316101235077,nonconstant_conjugate_multiplicity
115,38,55,944,3196,10065376,14225728384,20948581126144,nonconstant_conjugate_multiplicity
115,38,69,846,3294,10701396,16756986456,9261036992592,nonconstant_conjugate_multiplicity
115,46,57,746,3394,11370196,15524060968,27147103021648,nonconstant_conjugate_multiplicity
115,46,69,686,3454,11781076,17217678808,15290083833424,nonconstant_conjugate_multiplicity
115,57,58,576,3564,12553056,14725193472,27968575961088,nonconstant_conjugate_multiplicity
115,69,76,421,3719,13681921,12970328615,4456726917109,nonconstant_conjugate_multiplicity
116,29,46,1447,2729,7297105,8118624905,4767555710185,nonconstant_conjugate_multiplicity
116,29,58,1267,2909,8311945,11606284565,3639675458185,nonconstant_conjugate_multiplicity
116,29,60,1244,2932,8446288,12091943296,2690783554048,nonconstant_conjugate_multiplicity
116,46,50,813,3363,11159433,14472983259,32441262835401,nonconstant_conjugate_multiplicity
116,46,58,757,3419,11539225,16012493315,27464168149705,nonconstant_conjugate_multiplicity
116,46,70,697,3479,11953105,17733384935,15153933649225,nonconstant_conjugate_multiplicity
116,58,58,577,3599,12802465,14965163855,29291416874425,nonconstant_conjugate_multiplicity
117,29,39,1642,2570,6453268,5380356680,232248179344,nonconstant_conjugate_multiplicity
117,29,44,1522,2690,7084468,7329507560,3427667319664,nonconstant_conjugate_multiplicity
117,29,48,1444,2768,7510192,8720440064,4686677109760,nonconstant_conjugate_multiplicity
117,29,52,1378,2834,7879924,9976190120,4884949918576,nonconstant_conjugate_multiplicity
117,36,39,1278,2934,8456724,8932938552,16670563879248,nonconstant_conjugate_multiplicity
117,39,39,1162,3050,9150868,10027680200,22665475780624,nonconstant_conjugate_multiplicity
117,39,52,988,3224,10242544,14119314560,24719155242496,nonconstant_conjugate_multiplicity
117,39,58,934,3278,10593652,15506736344,21655706314480,nonconstant_conjugate_multiplicity
117,39,72,843,3369,11198529,17975046825,8170851842181,nonconstant_conjugate_multiplicity
117,39,78,814,3398,11394772,18796607864,415083431920,nonconstant_conjugate_multiplicity
117,52,65,640,3572,12607552,17110165760,24113830666240,nonconstant_conjugate_multiplicity
117,58,59,586,3626,12996244,15507517256,29979010329040,noninteger_multiplicity
117,58,78,529,3683,13412857,17285678027,7935389706805,nonconstant_conjugate_multiplicity
118,39,59,947,3301,10743673,15943912525,21596892678637,nonconstant_conjugate_multiplicity
118,59,59,587,3661,13249993,15755864005,31371972848557,nonconstant_conjugate_multiplicity
118,59,78,530,3718,13670596,17564977144,9066092810320,nonconstant_conjugate_multiplicity
119,34,35,1536,2748,7397280,6039356544,6338213203968,noninteger_multiplicity
119,34,59,1128,3156,9806112,14538303360,13551384084480,nonconstant_conjugate_multiplicity
119,59,60,596,3688,13447120,16317069184,32095923025408,noninteger_multiplicity
119,59,68,568,3716,13654432,17211322880,23356997632000,nonconstant_conjugate_multiplicity
119,59,70,562,3722,13699060,17405218376,20918304618736,nonconstant_conjugate_multiplicity
119,59,84,528,3756,13953312,18519183360,1751422279680,nonconstant_conjugate_multiplicity
119,59,85,526,3758,13968340,18585519704,267919101328,nonconstant_conjugate_multiplicity
120,28,51,1551,2769,7511841,8842992561,773996791221,nonconstant_conjugate_multiplicity
120,30,40,1668,2652,6877584,5969291328,934063716096,nonconstant_conjugate_multiplicity
120,30,42,1617,2703,7150689,6822288207,2567262980457,nonconstant_conjugate_multiplicity
120,30,45,1549,2771,7522921,8025372971,4420507779541,nonconstant_conjugate_multiplicity
120,30,51,1437,2883,8156169,10175401467,6093266513229,nonconstant_conjugate_multiplicity
120,30,56,1362,2958,8594244,11735935992,5618268460944,nonconstant_conjugate_multiplicity
120,30,60,1311,3009,8898561,12853969569,4166479399761,nonconstant_conjugate_multiplicity
120,30,63,1277,3043,9104329,13625364187,2519707655485,nonconstant_conjugate_multiplicity
120,34,35,1573,2747,7390489,5897460131,5416549011277,noninteger_multiplicity
120,34,40,1444,2876,8115856,8260562240,11365362400000,nonconstant_conjugate_multiplicity
120,34,42,1401,2919,8365041,9111439575,13023186038793,nonconstant_conjugate_multiplicity
120,34,43,1381,2939,8482201,9518201315,13706583339757,nonconstant_conjugate_multiplicity
120,34,56,1186,3134,9666436,13861117880,15043350745744,nonconstant_conjugate_multiplicity
120,34,60,1143,3177,9937809,14913451161,13135382452017,nonconstant_conjugate_multiplicity
120,34,70,1057,3263,10491649,17124331679,4845485124697,nonconstant_conjugate_multiplicity
120,35,40,1396,2924,8394256,8761520384,13863414670336,nonconstant_conjugate_multiplicity
120,35,51,1209,3111,9522801,12832753671,18298637123085,nonconstant_conjugate_multiplicity
120,35,60,1107,3213,10167849,15326038917,15141392350641,noninteger_multiplicity
120,35,68,1039,3281,10609441,17099262881,8638452227713,nonconstant_conjugate_multiplicity
120,40,40,1192,3128,9628864,10822579712,25089234128896,nonconstant_conjugate_multiplicity
120,40,42,1158,3162,9842724,11616441768,26489425133520,nonconstant_conjugate_multiplicity
120,40,48,1073,3247,10387489,13697563663,28285280971297,nonconstant_conjugate_multiplicity
120,40,51,1038,3282,10616004,14595198408,28021881989808,nonconstant_conjugate_multiplicity
120,40,56,988,3332,10946704,15919443008,26164541632768,nonconstant_conjugate_multiplicity
120,40,60,954,3366,11174436,16848432216,23590504956816,nonconstant_conjugate_multiplicity
120,40,68,898,3422,11554564,18429536888,16103518989712,nonconstant_conjugate_multiplicity
120,40,70,886,3434,11636836,18776686184,13821674533456,nonconstant_conjugate_multiplicity
120,40,80,835,3485,11989705,20285296325,457675248625,noninteger_multiplicity
120,42,51,981,3339,10993401,15078900627,31128091416333,nonconstant_conjugate_multiplicity
120,42,52,971,3349,11060281,15348041677,30833389943713,nonconstant_conjugate_multiplicity
120,42,60,903,3417,11520369,17231797737,26227472290929,nonconstant_conjugate_multiplicity
120,42,65,869,3451,11753881,18209108323,21662206337893,nonconstant_conjugate_multiplicity
120,42,68,851,3469,11878441,18736183477,18417742571713,nonconstant_conjugate_multiplicity
120,42,78,801,3519,12227841,20235773727,5391314321913,nonconstant_conjugate_multiplicity
120,51,56,746,3574,12617956,16985549368,36653565733840,nonconstant_conjugate_multiplicity
120,51,60,723,3597,12782889,17688121605,33244692123825,nonconstant_conjugate_multiplicity
120,51,69,681,3639,13086801,19000590903,23279322802869,nonconstant_conjugate_multiplicity
120,51,70,677,3643,13115929,19127589715,22009952376025,nonconstant_conjugate_multiplicity
120,51,84,631,3689,13453201,20613309353,1702067241889,nonconstant_conjugate_multiplicity
120,56,60,648,3672,13328064,17227261440,34140412293120,nonconstant_conjugate_multiplicity
120,56,64,631,3689,13453201,17768647673,29954947534849,nonconstant_conjugate_multiplicity
120,56,68,616,3704,13564096,18251652608,25267109195776,nonconstant_conjugate_multiplicity
120,56,80,580,3740,13832080,19431304640,8871114553600,nonconstant_conjugate_multiplicity
120,56,85,568,3752,13921984,19830970880,1239497574400,nonconstant_conjugate_multiplicity
120,60,60,597,3723,13705209,16573935987,33561442301121,nonconstant_conjugate_multiplicity
120,60,68,569,3751,13914481,17483564791,24734761925713,nonconstant_conjugate_multiplicity
120,60,70,563,3757,13959529,17680776373,22267566051961,nonconstant_conjugate_multiplicity
120,60,84,529,3791,14216161,18813675311,2847477240817,nonconstant_conjugate_multiplicity
120,60,85,527,3793,14231329,18881132977,1342972774381,nonconstant_conjugate_multiplicity
120,68,70,487,3833,14536369,15520342121,18851638592233,nonconstant_conjugate_multiplicity
120,68,78,471,3849,14659281,16058216601,9030474516105,nonconstant_conjugate_multiplicity
120,68,84,461,3859,14736361,16397388811,1107060717697,nonconstant_conjugate_multiplicity
120,70,75,461,3859,14736361,15207087979,11700920576941,nonconstant_conjugate_multiplicity
121,30,44,1607,2749,7400185,7517374165,3102501165925,nonconstant_conjugate_multiplicity
121,30,52,1453,2903,8270593,10465294679,5655708321277,nonconstant_conjugate_multiplicity
121,33,40,1530,2826,7829460,7622569800,8051425628400,nonconstant_conjugate_multiplicity
121,33,44,1442,2914,8334580,9331851880,11237053876720,nonconstant_conjugate_multiplicity
121,33,55,1266,3090,9391284,13160693160,13028205142800,nonconstant_conjugate_multiplicity
121,33,64,1167,3189,10012905,15564695805,8489656189845,nonconstant_conjugate_multiplicity
121,44,55,914,3442,11690548,16685673256,32912972872528,nonconstant_conjugate_multiplicity
121,44,66,837,3519,12226545,18945117135,23651848135125,nonconstant_conjugate_multiplicity
121,44,70,815,3541,12381865,19613545885,18969261178045,nonconstant_conjugate_multiplicity
121,44,77,782,3574,12616660,20635489720,9491642402320,nonconstant_conjugate_multiplicity
121,55,66,650,3706,13577620,18619018120,29216966945200,nonconstant_conjugate_multiplicity
121,55,72,628,3728,13741168,19339253504,21584932928512,nonconstant_conjugate_multiplicity
121,60,61,606,3750,13905684,17154315000,34323008637456,noninteger_multiplicity
122,61,61,607,3785,14168113,17419845545,35863561383637,nonconstant_conjugate_multiplicity
123,41,41,1222,3206,10119028,11658413816,27702369190672,nonconstant_conjugate_multiplicity
123,41,61,982,3446,11715508,18032628536,26442406390672,nonconstant_conjugate_multiplicity
123,41,82,856,3572,12599776,21850581248,503455744000,nonconstant_conjugate_multiplicity
123,61,62,616,3812,14371936,18019720448,36664024760320,noninteger_multiplicity
123,61,82,556,3872,14832976,20088493568,9700802022400,nonconstant_conjugate_multiplicity
124,31,41,1733,2731,7297657,6434260579,735084132565,nonconstant_conjugate_multiplicity
124,31,62,1355,3109,9505177,14188011661,4748491927129,nonconstant_conjugate_multiplicity
124,41,62,995,3469,11873257,18515888101,26373762507289,nonconstant_conjugate_multiplicity
124,62,62,617,3847,14638705,18294058423,38282129255497,nonconstant_conjugate_multiplicity
124,62,82,557,3907,15103945,20397075643,11013913440937,nonconstant_conjugate_multiplicity
125,31,47,1626,2874,8097876,8955533448,4519105697808,nonconstant_conjugate_multiplicity
125,31,50,1566,2934,8446356,10164936888,5820810759792,nonconstant_conjugate_multiplicity
125,50,50,901,3599,12790801,17115407999,45646662125701,nonconstant_conjugate_multiplicity
125,50,62,811,3689,13446721,19963100969,37884873037933,nonconstant_conjugate_multiplicity
125,50,75,746,3754,13930516,22131016264,21362202690256,nonconstant_conjugate_multiplicity
125,62,63,626,3874,14845876,18913751272,39122791997008,noninteger_multiplicity
125,62,70,601,3899,15040201,19793480147,30405706596853,nonconstant_conjugate_multiplicity
125,62,75,586,3914,15157396,20328329672,23338245600208,nonconstant_conjugate_multiplicity
126,30,48,1702,2834,7868260,8525408840,1111359739600,nonconstant_conjugate_multiplicity
126,30,50,1660,2876,8108080,9341478080,1985630920960,nonconstant_conjugate_multiplicity
126,30,56,1552,2984,8740960,11580784640,2839783014400,nonconstant_conjugate_multiplicity
126,30,60,1492,3044,9102640,12914596160,2046267692800,nonconstant_conjugate_multiplicity
126,30,63,1452,3084,9347760,13840251840,803340633600,nonconstant_conjugate_multiplicity
126,35,35,1747,2789,7615225,5425232525,1470214118125,nonconstant_conjugate_multiplicity
126,35,39,1627,2909,8298985,7647717365,8028645898525,nonconstant_conjugate_multiplicity
126,35,42,1552,2984,8740960,9163744640,11759075737600,nonconstant_conjugate_multiplicity
126,35,45,1487,3049,9133105,10559007145,14513993412325,nonconstant_conjugate_multiplicity
126,35,50,1396,3140,9696304,12642594560,17110720207360,nonconstant_conjugate_multiplicity
126,35,63,1227,3309,10786185,16929456165,14274567640125,nonconstant_conjugate_multiplicity
126,35,65,1207,3329,10918945,17473737905,12839516586325,nonconstant_conjugate_multiplicity
126,35,70,1162,3374,11220580,18727656920,8310348197200,nonconstant_conjugate_multiplicity
126,35,75,1123,3413,11485273,19847526749,2590131165901,nonconstant_conjugate_multiplicity
126,42,42,1252,3284,10621360,12536210240,30514497322240,nonconstant_conjugate_multiplicity
126,42,45,1202,3334,10952260,13830298840,32785560281200,nonconstant_conjugate_multiplicity
126,42,50,1132,3404,11423920,15726207680,34376233811200,nonconstant_conjugate_multiplicity
126,42,60,1027,3509,12149785,18758359565,31032494385625,nonconstant_conjugate_multiplicity
126,42,63,1002,3534,12325860,19514253240,28685624646960,nonconstant_conjugate_multiplicity
126,42,70,952,3584,12681760,21065891840,21327895859200,nonconstant_conjugate_multiplicity
